Unnamed: 0,Open,High,Low,Close,Adj Close,Volume,Close_Change,Close_Percent_Change,Last_day_percent_change,text_analysis_number,garman_klass_vol,rsi,rsi_standardized,bb_low,bb_mid,bb_high,atr,macd,dollar_volume
2010-02-10,6.996070861816406,7.021429061889648,6.937857151031494,6.968571186065674,5.899587154388428,370361600.0,-0.0382146835327148,-0.5453953388032562,1.0663545002821628,0.0,-0.0111535503657749,40.9198666133715,-1.1263511970387767,1.8984608204578264,1.9584996298147992,2.018538439171772,-0.8144078705157272,-0.3739865298795178,2184.980537838745
2010-02-11,6.960000038146973,7.1339287757873535,6.930714130401611,7.0953569412231445,6.006925582885742,550345600.0,0.1267857551574707,1.8193938437622847,-0.5453953388032562,0.0,-0.0079601356589041,45.78127916986259,-0.7544316948954218,1.8984899689404515,1.9559794812202764,2.0134689935001013,-0.8149398577573581,-0.3617326343691622,3305.885064068604
2010-02-12,7.075356960296631,7.201428890228272,6.982142925262451,7.156428813934326,6.058629512786865,655468800.0,0.0610718727111816,0.8607300974015963,1.8193938437622847,0.0,-0.0088186744982304,48.00085613654317,-0.5846242673578306,1.899054454251944,1.954077820178971,2.0091011861059984,-0.8145057435010609,-0.3475741448925386,3971.2426163909913
2010-02-16,7.2121429443359375,7.2746429443359375,7.197143077850342,7.264286041259766,6.149941444396973,543737600.0,0.1078572273254394,1.507137570004602,0.8607300974015963,0.0,-0.0097483371685042,51.7570135629876,-0.2972616574616636,1.8992471167631344,1.953545732447481,2.007844348131828,-0.8198074693322631,-0.3296981482775895,3343.9544011169432
2010-02-17,7.292500019073486,7.296785831451416,7.1735711097717285,7.23392915725708,6.124240398406982,436396800.0,-0.0303568840026855,-0.4178921896833887,1.507137570004602,0.0,-0.0116301083037971,50.64804750808219,-0.3821024518278176,1.904247254693986,1.950963194483522,1.9976791342730575,-0.8243477704723082,-0.3161639853948682,2672.598912295532
2010-02-18,7.201070785522461,7.28178596496582,7.175714015960693,7.247499942779541,6.1357293128967285,422825200.0,0.0135707855224609,0.1875990934863791,-0.4178921896833887,0.0,-0.009793936768622,51.15190710874566,-0.343554970071987,1.9079781119802384,1.949132733288237,1.9902873545962363,-0.8294292843559637,-0.303944904031678,2594.3409738714217
2010-02-19,7.209286212921143,7.257143020629883,7.182499885559082,7.202499866485596,6.09763240814209,415469600.0,-0.0450000762939453,-0.6209048175126575,0.1875990934863791,0.0,-0.0107805644492535,49.35257873892355,-0.4812115264165237,1.910006818175056,1.947787800362988,1.9855687825509196,-0.8357853736097322,-0.2958832724692238,2533.380897557831
2010-02-22,7.226428985595703,7.232142925262451,7.11392879486084,7.1578569412231445,6.059838771820068,390563600.0,-0.0446429252624511,-0.6198254229782374,-0.6209048175126575,0.0,-0.0118384522841679,47.56506113556758,-0.6179645070342573,1.9105455854152011,1.948362856363262,1.9861801273113229,-0.8392222942337942,-0.2911525533004415,2366.7524461416247
2010-02-23,7.142857074737549,7.190357208251953,6.989643096923828,7.037857055664063,5.958245277404785,575094800.0,-0.119999885559082,-1.6764778416844983,-0.6198254229782374,0.0,-0.0123017681671086,43.05111113189519,-0.9633015913811136,1.9099582994316104,1.9470738453008427,1.984189391170075,-0.837914194133335,-0.2929296078396468,3426.5558761600496
2010-02-24,7.0796427726745605,7.194285869598389,7.065713882446289,7.166429042816162,6.067095279693604,460566400.0,0.1285719871520996,1.8268627244798277,-1.6764778416844983,0.0,-0.0090396764735858,48.67159471916757,-0.5333098074515386,1.9113457490261048,1.945956928130847,1.9805681072355892,-0.8390897615784136,-0.2871047349247723,2794.300231425476
2010-02-25,7.049285888671875,7.244999885559082,7.03178596496582,7.214285850524902,6.10761022567749,665126000.0,0.0478568077087402,0.6677915517312449,1.8268627244798277,0.0,-0.007496428791457,50.62489047344895,-0.3838740671128468,1.9143991406930836,1.9447216412679729,1.9750441418428624,-0.8371430717030096,-0.2795078274613993,4062.3303589639663
2010-02-26,7.2278571128845215,7.327499866485596,7.214285850524902,7.307857036590576,6.186827182769775,507460800.0,0.0935711860656738,1.297026317010519,0.6677915517312449,0.0,-0.0092218929246253,54.28782921428298,-0.1036430978128656,1.9132800249165705,1.9458555945163865,1.978431164116202,-0.8406521067656634,-0.2682771276393033,3139.572271630097
2010-03-01,7.348214149475098,7.482142925262451,7.337500095367432,7.463929176330566,6.318958759307861,550093600.0,0.1560721397399902,2.135675875410992,1.297026317010519,0.0,-0.0086060345405075,59.66306613046203,0.3075862341019016,1.914110984780078,1.9494809283520933,1.9848508719241085,-0.8406579301278659,-0.2511390730190993,3476.018772159195
2010-03-02,7.497499942779541,7.529643058776855,7.419285774230957,7.458929061889648,6.314725399017334,566546400.0,-0.0050001144409179,-0.0669903789652037,2.135675875410992,0.0,-0.0112773583992317,59.421977812886,0.2891419144718525,1.9142310152324291,1.9524878426524623,1.990744670072496,-0.8440139727805772,-0.237784808897705,3577.5849418018342
2010-03-03,7.4621429443359375,7.495357036590576,7.42642879486084,7.476070880889893,6.329237937927246,372052800.0,0.0171418190002441,0.2298160883152489,-0.0669903789652037,0.0,-0.0104312449464899,60.01842682720146,0.3347728947436063,1.914385159578949,1.955346451832661,1.9963077440863737,-0.8492625998906784,-0.226417715257122,2354.810696672058
2010-03-04,7.474286079406738,7.532856941223144,7.451070785522461,7.525356769561768,6.370965480804443,366041200.0,0.049285888671875,0.6592485472262988,0.2298160883152489,0.0,-0.0097946692193313,61.75893676342631,0.4679295814954798,1.9129979495679257,1.9577582542996883,2.002518559031452,-0.8534259004483356,-0.2150973005458748,2332.035849752235
2010-03-05,7.67642879486084,7.846428871154785,7.6653571128845215,7.819643020629883,6.620105743408203,899620400.0,0.2942862510681152,3.910595338927081,0.6592485472262988,0.0,-0.0081937693573432,70.12212878688447,1.1077506576846825,1.9121636990415716,1.963401907012959,2.0146401149843465,-0.8448761786591287,-0.1914442989093331,5955.582176927185
2010-03-08,7.857500076293945,7.86035680770874,7.794642925262451,7.824285984039307,6.624037265777588,429889600.0,0.0046429634094238,0.0593756440949277,3.910595338927081,0.0,-0.0112291640346783,70.23276114734671,1.1162145212111627,1.9111763709782,1.968319670894943,2.0254629708116862,-0.8501652769168381,-0.1731740930288879,2847.604730570221
2010-03-09,7.796785831451416,8.035714149475098,7.78178596496582,7.965000152587891,6.7431640625,920259200.0,0.1407141685485839,1.798428237868932,0.0593756440949277,0.0,-0.007626749555598,73.44173134497372,1.3617148946984396,1.910951882075889,1.974306688954404,2.0376614958329182,-0.845368550648082,-0.1523880050045539,6205.458765625
2010-03-10,7.993928909301758,8.052857398986816,7.971428871154785,8.029999732971191,6.798192501068115,596218000.0,0.0649995803833007,0.8160650237047706,1.798428237868932,0.0,-0.0100894678380795,74.79349916042239,1.4651310946388858,1.910548070125723,1.9801942979422824,2.0498405257588423,-0.8494526923942144,-0.1337300795397123,4053.2047366018296
2010-03-11,7.996786117553711,8.053570747375488,7.975714206695557,8.053570747375488,6.818149566650391,405700400.0,0.0235710144042968,0.2935369263776577,0.8160650237047706,0.0,-0.0097742792296291,75.2848145787337,1.5027188911178562,1.9130792633882667,1.986443613999028,2.059807964609789,-0.8537337343836835,-0.1190655329847599,2766.12600644989
2010-03-12,8.120356559753418,8.133213996887207,8.0625,8.092857360839844,6.8514084815979,416323600.0,0.0392866134643554,0.4878160842773704,0.2935369263776577,0.0,-0.0111152499158613,76.12017714163392,1.5666278115998684,1.9143986644996505,1.9921333095575773,2.0698679546155048,-0.8575962082120664,-0.1068951219694079,2852.403044129372
2010-03-15,8.049285888671875,8.053570747375488,7.8660712242126465,7.994286060333252,6.767958164215088,493502800.0,-0.0985713005065918,-1.218003680425206,0.4878160842773704,0.0,-0.0113353148389664,69.74988659625905,1.079272488303788,1.917335656998216,1.9969211311904664,2.076506605382717,-0.8536841758565791,-0.1038500247397959,3340.0063043230057
2010-03-16,8.006428718566895,8.03499984741211,7.946785926818848,8.016071319580078,6.786402225494385,446908000.0,0.0217852592468261,0.2725103790683914,-1.218003680425206,0.0,-0.0104972563057372,70.34067766524203,1.1244706108028764,1.9193409153791887,2.001184868234001,2.0830288210888144,-0.8570974459112278,-0.1018493609206085,3032.8974457912445
2010-03-17,8.032142639160156,8.087499618530273,7.973928928375244,8.00428581237793,6.776423454284668,450956800.0,-0.0117855072021484,-0.1470234823555127,0.2725103790683914,0.0,-0.0110641510432372,69.54926201773048,1.0639238231787858,1.922884685110736,2.0055645388601757,2.0882443926096146,-0.8589696499810537,-0.1024023253885293,3055.87423638916
2010-03-18,8.003570556640625,8.035714149475098,7.950356960296631,8.023214340209961,6.792448997497559,342109600.0,0.0189285278320312,0.2364799093350633,-0.1470234823555127,0.0,-0.0103424102669106,70.13049006030616,1.108390331979374,1.9269956239187216,2.0099665751408624,2.092937526363003,-0.8621264399265646,-0.1033828837813038,2323.7620095542907
2010-03-19,8.028214454650879,8.044285774230957,7.901071071624756,7.9375,6.719885349273682,559445600.0,-0.0857143402099609,-1.06832918298575,0.2364799093350633,0.0,-0.0120630256245606,64.15881580377861,0.6515309129028142,1.933308278710517,2.014168487540968,2.0950286963714198,-0.8621291539308421,-0.110025407953883,3759.410291155624
2010-03-22,7.873929023742676,8.071429252624512,7.862500190734863,8.026785850524902,6.795472621917725,456419600.0,0.0892858505249023,1.1248611089751392,-1.06832918298575,0.0,-0.0080377070330858,67.28392160895116,0.8906152904780448,1.941431078717733,2.0191245334259618,2.096817988134191,-0.8588233335110935,-0.1121009887448389,3101.5868959066397
2010-03-23,8.058570861816406,8.170714378356934,8.003570556640625,8.15571403503418,6.904623031616211,602431200.0,0.1289281845092773,1.6062242958786,1.1248611089751392,0.0,-0.0090127243883298,71.19036479660751,1.1894754239519094,1.9541826340145625,2.0255005561732,2.096818478331837,-0.857863884100251,-0.1085525582811395,4159.560338484192
2010-03-24,8.130000114440918,8.221428871154785,8.125356674194336,8.19178581237793,6.935161113739014,597780400.0,0.03607177734375,0.4422884028154827,1.6062242958786,0.0,-0.0096915006277761,72.1908464175356,1.266016680641246,1.9650348267281408,2.0312932618733885,2.097551697018636,-0.8605430107241142,-0.1053751589563263,4145.703384635353
2010-03-25,8.247142791748047,8.248929023742676,8.08035659790039,8.094642639160156,6.852921009063721,542284400.0,-0.0971431732177734,-1.185860756649526,0.4422884028154827,0.0,-0.0130351992313415,65.58535947766688,0.7606677958176086,1.9772680781315608,2.036279236516518,2.0952903949014754,-0.8593896405112881,-0.1093203372819011,3716.232157647514
2010-03-26,8.176786422729492,8.283928871154785,8.162500381469727,8.246429443359375,6.981423854827881,640875200.0,0.1517868041992187,1.8751513929090136,-1.185860756649526,0.0,-0.0095400791622715,70.17718257796143,1.1119625155203454,1.987801701719027,2.0415225880705465,2.095243474422066,-0.8572843389184791,-0.1061022962494575,4474.221409247589
2010-03-29,8.321429252624512,8.352499961853027,8.272143363952637,8.299642562866211,7.026472091674805,540744400.0,0.0532131195068359,0.6452867859032763,1.8751513929090136,0.0,-0.0110057253943425,71.607383529525,1.221379196307957,1.9949570548326043,2.046136438998005,2.097315823163405,-0.8594955646393382,-0.1023372435704116,3799.525435329437
